ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	COGIDS
5167	Mangdi	chin	m̩²¹pɨ⁵⁵	m̩²¹pɨ⁵⁵	m̩ ²¹ + p ɨ ⁵⁵	3226 3227
5168	Yijiacun	chin	ɛ²¹mə³³pĩ²²ŋa²¹	ɛ²¹mə³³pĩ²²ŋa²¹	ɛ ²¹ + m ə ³³ + p ĩ ²² + ŋ a ²¹	3233 3226 3227 3230
5169	Yangliu	chin	ɕa³³ba³³kʰo³³	ɕa³³ba³³kʰo³³	ɕ a ³³ + b a ³³ + kʰ o ³³	3229 3227 3232
7038	Qingyun	chisel	tso³³tsɿ³³	tso³³tsɿ³³	ts o ³³ + ts ɿ ³³	3253 3255
7039	Diaocao	chisel	zɿ³³zɔ²¹	zɿ³³zɔ²¹	z ɿ ³³ + z ɔ ²¹	3252 3253
7040	Xuzhang	chisel	xu³⁵tʂʰʅ²¹	xu³⁵tʂʰʅ²¹	x u ³⁵ + ʈʂʰ ʅ ²¹	3256 3253
7041	Mangdi	chisel	xɨ⁵⁵tʰɛ²¹	xɨ⁵⁵tʰɛ²¹	x ɨ ⁵⁵ + tʰ ɛ ²¹	3254 3253
7042	Yijiacun	chisel	dzuʲo⁵³	dzuʲo⁵³	dz uʲ/ɥ o ⁵³	3253
7477	ProtoLalo	choose	se¹	se¹	s e ¹	3264
7478	Qingyun	choose	si⁵⁵	si⁵⁵	s i ⁵⁵	3264
7479	Shuizhuping	choose	se²⁴	se²⁴	s e ²⁴	3264
7480	Diaocao	choose	tʰiao²¹tʰia³³	tʰiao²¹tʰia³³	tʰ i/j ao ²¹ + tʰ i/j a ³³	3262 3263
7481	Xuzhang	choose	si⁴⁵³	si⁴⁵³	s i ⁴⁵³	3264
7482	Mangdi	choose	ɕɛ⁵⁵	ɕɛ⁵⁵	ɕ ɛ ⁵⁵	3264
7483	Yijiacun	choose	ɕi²⁴	ɕi²⁴	ɕ i ²⁴	3264
7484	Yangliu	choose	sei³³	sei³³	s ei ³³	3264
2468	ProtoLalo	chop (down)	kʰe̠H	kʰe̠H	kʰ e̠ H/¹	3272
2469	Qingyun	chop (down)	kʰɛ̠³³	kʰɛ̠³³	kʰ ɛ̠ ³³	3272
2470	Shuizhuping	chop (down)	kʰai⁴⁴	kʰai⁴⁴	kʰ ai ⁴⁴	3272
2471	Diaocao	chop (down)	kʰei³³,tsʰɿ⁵⁵	kʰei³³	kʰ ei ³³	3272
2472	Xuzhang	chop (down)	kʰai³³	kʰai³³	kʰ ai ³³	3272
2473	Mangdi	chop (down)	da̠³³	da̠³³	d a̠ ³³	3273
2474	Yijiacun	chop (down)	da̠ʔ³³	da̠ʔ³³	d a̠ ʔ ³³	3273
2475	Yangliu	chop (down)	kʰɛi⁵³	kʰɛi⁵³	kʰ ɛi ⁵³	3272
1474	ProtoLalo	chopsticks	a¹dʒu³	a¹dʒu³	a ¹ + dʒ u ³	3281 3282
1475	Qingyun	chopsticks	a⁵⁵ɖʐə³³	a⁵⁵ɖʐə³³	a ⁵⁵ + ɖʐ ə ³³	3281 3282
1476	Shuizhuping	chopsticks	a⁵⁵dʐv̩³³	a⁵⁵dʐv̩³³	a ⁵⁵ + ɖʐ v̩ ³³	3281 3283
1477	Diaocao	chopsticks	a⁵⁵dzu³³	a⁵⁵dzu³³	a ⁵⁵ + dz u ³³	3281 3282
1478	Xuzhang	chopsticks	a⁵⁵dʐɤ̪˞³³	a⁵⁵dʐɤ̪˞³³	a ⁵⁵ + ɖʐ ɤ̪˞/ɤ ³³	3281 3282
1479	Mangdi	chopsticks	a⁵⁵dʒu³³	a⁵⁵dʒu³³	a ⁵⁵ + dʒ u ³³	3281 3282
1480	Yijiacun	chopsticks	a²⁴dzu³³	a²⁴dzu³³	a ²⁴ + dz u ³³	3281 3282
1481	Yangliu	chopsticks	a⁵⁵dzə³³	a⁵⁵dzə³³	a ⁵⁵ + dz ə ³³	3281 3282
5963	ProtoLalo	claw; talon	kʰi¹kji³	kʰi¹kji³	kʰ i ¹ + k j i ³	3298 3299
5964	Shuizhuping	claw; talon	kʰɨ⁴⁴tɕi⁴⁴	kʰɨ⁴⁴tɕi⁴⁴	kʰ ɨ ⁴⁴ + tɕ i ⁴⁴	3298 3299
5965	ProtoLalo	claw; talon	kʰi¹kaŋ³	kʰi¹kaŋ³	kʰ i ¹ + k a ŋ ³	3298 3299
5966	Qingyun	claw; talon	kʰɨ⁵⁵ko³³	kʰɨ⁵⁵ko³³	kʰ ɨ ⁵⁵ + k o ³³	3298 3299
5967	Xuzhang	claw; talon	kʰɨ⁵⁵ka³³la³³	kʰɨ⁵⁵ka³³la³³	kʰ ɨ ⁵⁵ + k a ³³ + l a ³³	3298 3299 3300
8088	ProtoLalo	clean	xaŋ¹	xaŋ¹	x a ŋ ¹	3310
8089	Qingyun	clean	xu⁵⁵	xu⁵⁵	x u ⁵⁵	3310
8090	Shuizhuping	clean	ɸu²⁴	ɸu²⁴	ɸ u ²⁴	3312
8091	Diaocao	clean	ka⁵⁵tɕi²¹	ka⁵⁵tɕi²¹	k a ⁵⁵ + tɕ i ²¹	3310 3311
8092	Xuzhang	clean	tʂɛ˞³³pə³³	tʂɛ˞³³pə³³	ʈʂ ɛ˞/ɛ ³³ + p ə ³³	3311 3312
8093	Mangdi	clean	xa⁵⁵	xa⁵⁵	x a ⁵⁵	3310
8094	Yijiacun	clean	sa³³li²¹sə³³lɛo⁵³	sa³³li²¹sə³³lɛo⁵³	s a ³³ + l i ²¹ + s ə ³³ + l ɛo ⁵³	3310 3313 3311 3314
8095	Yangliu	clean	kan³³tɕiŋ²¹	kan³³tɕiŋ²¹	k a n ³³ + tɕ i ŋ ²¹	3310 3311
8033	ProtoLalo	clear (sky)	te̠ᶫ	te̠ᶫ	t e̠ ᶫ/³	3327
8034	Qingyun	clear (sky)	a⁵⁵m̩²¹pɛ⁵⁵	a⁵⁵m̩²¹pɛ⁵⁵	a ⁵⁵ + m̩ ²¹ + p ɛ ⁵⁵	3325 3326 3328
8035	Shuizhuping	clear (sky)	tɛ⁵³	tɛ⁵³	t ɛ ⁵³	3327
8036	Diaocao	clear (sky)	a⁵⁵mə²¹tsɔ³³	a⁵⁵mə²¹tsɔ³³	a ⁵⁵ + m ə ²¹ + ts ɔ ³³	3325 3326 3327
8037	Xuzhang	clear (sky)	nu⁴⁵³	nu⁴⁵³	n u ⁴⁵³	3329
8038	Mangdi	clear (sky)	tʃɿ⁵⁵mɨ⁵⁵	tʃɿ⁵⁵mɨ⁵⁵	tʃ ɿ ⁵⁵ + m ɨ ⁵⁵	3327 3326
8039	Yijiacun	clear (sky)	tsʰo²⁴	tsʰo²⁴	tsʰ o ²⁴	3327
8040	Yangliu	clear (sky)	na³³li³³	na³³li³³	n a ³³ + l i ³³	3329 3330
1180	Shuizhuping	clear field	ɕy²⁴tʰi⁵³	ɕy²⁴tʰi⁵³	ɕ y ²⁴ + tʰ i ⁵³	3343 3344
1181	Diaocao	clear field	mi²⁴mu²¹	mi²⁴mu²¹	m i ²⁴ + m u ²¹	3340 3341
1182	Mangdi	clear field	pʰɛ²¹mə⁵⁵, pʰiŋ²⁴	pʰɛ²¹mə⁵⁵	pʰ ɛ ²¹ + m ə ⁵⁵	3342 3340
1183	Yijiacun	clear field	gu̠⁵³pʰi²⁴	gu̠⁵³pʰi²⁴	g u̠ ⁵³ + pʰ i ²⁴	3345 3342
1184	Yangliu	clear field	ti³³mi³³pai³³	ti³³mi³³pai³³	t i ³³ + m i ³³ + p ai ³³	3344 3340 3342
5209	ProtoLalo	cliff	ɣɛ̠̠ᶫ	ɣɛ̠̠ᶫ	ɣ ɛ̠ ᶫ/³	3355
5210	Qingyun	cliff	va̠²¹tsɿ̠²¹	va̠²¹tsɿ̠²¹	v a̠ ²¹ + ts ʐ̩ ²¹	3352 3356
5211	Shuizhuping	cliff	lu²⁴di³³; vɛ⁵³tsɿ³³	lu²⁴di³³	l u ²⁴ + d i ³³	3357 3354
5212	Diaocao	cliff	wa⁴²bɔ²¹tʰɛ⁵⁵	wa⁴²bɔ²¹tʰɛ⁵⁵	w a ⁴² + b ɔ ²¹ + tʰ ɛ ⁵⁵	3352 3353 3354
5213	Xuzhang	cliff	ɣɛ˞̠³³dʑi²⁴	ɣɛ˞̠³³dʑi²⁴	ɣ ɛ̠˞ ³³ + dʑ i ²⁴	3355 3354
5214	Mangdi	cliff	va²¹kʰu²¹	va²¹kʰu²¹	v a ²¹ + kʰ u ²¹	3352 3355
5215	Yijiacun	cliff	va̠²¹tɕi²¹	va̠²¹tɕi²¹	v a̠ ²¹ + tɕ i ²¹	3352 3354
5216	Yangliu	cliff	i⁵⁵kʰɛ˞⁴²	i⁵⁵kʰɛ˞⁴²	i ⁵⁵ + kʰ ɛ˞/ɛ ⁴²	3358 3355
7651	ProtoLalo	climb	ʔmɛ̠H	ʔmɛ̠H	ˀm ɛ̠ H/¹	3369
7652	Qingyun	climb	ʔma³³,pɛ³³	ʔma³³	ˀm a ³³	3369
7653	Shuizhuping	climb	mɛ˞⁴⁴	mɛ˞⁴⁴	m ɛ˞/ɛ ⁴⁴	3369
7654	Diaocao	climb	mɛ³³/⁵⁵	mɛ³³	m ɛ ³³	3369
7655	Xuzhang	climb	mɛ˞³³	mɛ˞³³	m ɛ˞/ɛ ³³	3369
7656	Mangdi	climb	tʃʰa²¹	tʃʰa²¹	tʃʰ a ²¹	3370
7657	Yijiacun	climb	di³³lɛ³³	di³³lɛ³³	d i ³³ + l ɛ ³³	3370 3371
7658	Yangliu	climb	mɛ˞⁵³	mɛ˞⁵³	m ɛ˞/ɛ ⁵³	3369
1795	ProtoLalo	close	tsʰɨ²¹	tsʰɨ²¹	tsʰ ɨ ²¹	3380
1796	Qingyun	close	tsʰɿ²¹	tsʰɿ²¹	tsʰ ɿ ²¹	3380
1797	Shuizhuping	close	tsʰɿ²¹	tsʰɿ²¹	tsʰ ɿ ²¹	3380
1798	Diaocao	close	dɛ²¹tsʰɿ²¹	dɛ²¹tsʰɿ²¹	d ɛ ²¹ + tsʰ ɿ ²¹	3379 3380
1799	Xuzhang	close	dɛ˞²¹tsʰɿ²¹	dɛ˞²¹tsʰɿ²¹	d ɛ˞/ɛ ²¹ + tsʰ ɿ ²¹	3379 3380
1800	Mangdi	close	tsʰɿ²¹	tsʰɿ²¹	tsʰ ɿ ²¹	3380
1801	Yijiacun	close	tsʰɿ²¹	tsʰɿ²¹	tsʰ ɿ ²¹	3380
1802	Yangliu	close	tsʰɿ²¹	tsʰɿ²¹	tsʰ ɿ ²¹	3380
3058	ProtoLalo	cloth (fabric)	ʔmɛ¹	ʔmɛ¹	ˀm ɛ ¹	3391
3059	Qingyun	cloth (fabric)	ʔmɛ⁵⁵	ʔmɛ⁵⁵	ˀm ɛ ⁵⁵	3391
3060	Shuizhuping	cloth (fabric)	mɛ²⁴	mɛ²⁴	m ɛ ²⁴	3391
3061	Diaocao	cloth (fabric)	pʰiɔ²¹	pʰiɔ²¹	pʰ i/j ɔ ²¹	3390
3062	Xuzhang	cloth (fabric)	mɛ˞⁴⁵³	mɛ˞⁴⁵³	m ɛ˞/ɛ ⁴⁵³	3391
3063	Mangdi	cloth (fabric)	mɛ⁵⁵	mɛ⁵⁵	m ɛ ⁵⁵	3391
3064	Yijiacun	cloth (fabric)	mɛ²⁴	mɛ²⁴	m ɛ ²⁴	3391
3065	Yangliu	cloth (fabric)	pʰiao²¹	pʰiao²¹	pʰ i/j ao ²¹	3390
3527	ProtoLalo	clothe	ʔvi̠ᶫ tu³/gu²	ʔvi̠ᶫtu³	ˀv i̠ ᶫ/³ + t u ³	3399 3400
3528	Qingyun	clothe	jɛ̠²¹gṳ²¹	jɛ̠²¹gṳ²¹	j ɛ̠ ²¹ + g ṳ ²¹	3401 3402
3529	Shuizhuping	clothe	ʝi⁵⁵gv̩²¹	ʝi⁵⁵gv̩²¹	ʝ i ⁵⁵ + g v̩ ²¹	3401 3403
3530	Diaocao	clothe	vei⁴²tu³³	vei⁴²tu³³	v ei ⁴² + t u ³³	3399 3400
3531	Xuzhang	clothe	ʝiɛ̠³³tu³³	ʝiɛ̠³³tu³³	ʝ i/j ɛ̠ ³³ + t u ³³	3401 3400
3532	Mangdi	clothe	vɛ̠²¹	vɛ̠²¹	v ɛ̠ ²¹	3399
3533	Yijiacun	clothe	vi̠ʔ⁵³	vi̠ʔ⁵³	v i̠ ʔ ⁵³	3399
3534	Yangliu	clothe	vai⁵³gɨ²¹	vai⁵³gɨ²¹	v ai ⁵³ + g ɨ ²¹	3399 3402
6846	ProtoLalo	clothing	pʰja(ŋ)¹	pʰja¹	pʰ j a ¹	3414
6847	Qingyun	clothing	pʰu⁵⁵	pʰu⁵⁵	pʰ u ⁵⁵	3414
6848	Shuizhuping	clothing	pʰu²⁴	pʰu²⁴	pʰ u ²⁴	3414
6849	Diaocao	clothing	pʰia⁵⁵	pʰia⁵⁵	pʰ i/j a ⁵⁵	3414
6850	Xuzhang	clothing	pʰa⁴⁵³	pʰa⁴⁵³	pʰ a ⁴⁵³	3414
6851	Mangdi	clothing	lo²¹pʰa⁵⁵	lo²¹pʰa⁵⁵	l o ²¹ + pʰ a ⁵⁵	3415 3414
6852	Yijiacun	clothing	lo²¹pʰa²⁴	lo²¹pʰa²⁴	l o ²¹ + pʰ a ²⁴	3415 3414
6853	Yangliu	clothing	pʰa³³	pʰa³³	pʰ a ³³	3414
2762	ProtoLalo	cloud	a¹mo²ti¹	a¹mo²ti¹	a ¹ + m o ² + t i ¹	3428 3427 3425
2763	Qingyun	cloud	a⁵⁵n̩²¹ti⁵⁵	a⁵⁵n̩²¹ti⁵⁵	a ⁵⁵ + n̩ ²¹ + t i ⁵⁵	3428 3429 3425
2764	Shuizhuping	cloud	ti²⁴	ti²⁴	t i ²⁴	3425
2765	Diaocao	cloud	ti⁵⁵tɕʰi³³	ti⁵⁵tɕʰi³³	t i ⁵⁵ + tɕʰ i ³³	3425 3426
2766	Xuzhang	cloud	di⁵⁵dɛ˞³³	di⁵⁵dɛ˞³³	d i ⁵⁵ + d ɛ˞/ɛ ³³	3425 3426
2767	Mangdi	cloud	mi⁵⁵kɨ²¹	mi⁵⁵kɨ²¹	m i ⁵⁵ + k ɨ ²¹	3427 3426
2768	Yijiacun	cloud	mə²⁴	mə²⁴	m ə ²⁴	3427
2769	Yangliu	cloud	mi⁵⁵kʰɔ̪³¹	mi⁵⁵kʰɔ̪³¹	m i ⁵⁵ + kʰ ɔ̪/ɔ ³¹	3427 3426
5510	Shuizhuping	coal	mei²⁴	mei²⁴	m ei ²⁴	3442
5511	Diaocao	coal	mei²¹tʰa³³	mei²¹tʰa³³	m ei ²¹ + tʰ a ³³	3442 3443
5512	Xuzhang	coal	mɛi²¹tʰaŋ⁵⁵	mɛi²¹tʰaŋ⁵⁵	m ɛi ²¹ + tʰ a ŋ ⁵⁵	3442 3443
5513	Mangdi	coal	mei²¹	mei²¹	m ei ²¹	3442
5514	Yijiacun	coal	ɕi³³mi²¹	ɕi³³mi²¹	ɕ i ³³ + m i ²¹	3444 3442
5515	Yangliu	coal	mei²⁴	mei²⁴	m ei ²⁴	3442
907	ProtoLalo	cold (body)	gje̠H	gje̠H	g j e̠ H/¹	3452
908	Shuizhuping	cold (body)	dʑi⁴⁴	dʑi⁴⁴	dʑ i ⁴⁴	3452
909	Diaocao	cold (body)	kɤ̪³³	kɤ̪³³	k ɤ̪/ɤ ³³	3452
910	Xuzhang	cold (body)	dʑi⁴⁴	dʑi⁴⁴	dʑ i ⁴⁴	3452
911	Mangdi	cold (body)	gɛ̠³³	gɛ̠³³	g ɛ̠ ³³	3452
912	Yijiacun	cold (body)	a³³gi̠³³	a³³gi̠³³	a ³³ + g i̠ ³³	3453 3452
913	Yangliu	cold (body)	dʑi⁵³	dʑi⁵³	dʑ i ⁵³	3452
8126	ProtoLalo	cold (body)	gjaŋ¹	gjaŋ¹	g j a ŋ ¹	3452
8127	Qingyun	cold (body)	gu⁵⁵	gu⁵⁵	g u ⁵⁵	3452
8128	Shuizhuping	cold (body)	gu²⁴	gu²⁴	g u ²⁴	3452
8129	Xuzhang	cold (body)	ga²⁴	ga²⁴	g a ²⁴	3452
8130	Yangliu	cold (body)	ga³³	ga³³	g a ³³	3452
8167	ProtoLalo	collapse; topple down	by²	by²	b y ²	3466
8168	Qingyun	collapse; topple down	by²¹	by²¹	b y ²¹	3466
8169	Shuizhuping	collapse; topple down	by²¹	by²¹	b y ²¹	3466
8170	Diaocao	collapse; topple down	bə²¹	bə²¹	b ə ²¹	3466
8171	Xuzhang	collapse; topple down	by²¹	by²¹	b y ²¹	3466
8172	Mangdi	collapse; topple down	bəɪŋ²⁴	bəɪŋ²⁴	b əɪ ŋ ²⁴	3466
8173	Yijiacun	collapse; topple down	bə²¹tuɛ²⁴ŋo³³	bə²¹tuɛ²⁴ŋo³³	b ə ²¹ + t u/w ɛ ²⁴ + ŋ o ³³	3466 3467 3468
8174	Yangliu	collapse; topple down	bə²¹	bə²¹	b ə ²¹	3466
6854	ProtoLalo	collar	pʰja(ŋ)¹kʰjɛ²	pʰja¹kʰjɛ²	pʰ j a ¹ + kʰ j ɛ ²	3477 3478
6855	Qingyun	collar	pʰu⁵⁵kʰɛ²¹	pʰu⁵⁵kʰɛ²¹	pʰ u ⁵⁵ + kʰ ɛ ²¹	3477 3478
6856	Shuizhuping	collar	pʰu²⁴kʰɛ²¹	pʰu²⁴kʰɛ²¹	pʰ u ²⁴ + kʰ ɛ ²¹	3477 3478
6857	Diaocao	collar	pʰia⁵⁵kʰɛ²¹tsɿ³³	pʰia⁵⁵kʰɛ²¹tsɿ³³	pʰ i/j a ⁵⁵ + kʰ ɛ ²¹ + ts ɿ ³³	3477 3478 3479
6858	Xuzhang	collar	pʰa³⁵kʰɛ˞²¹	pʰa³⁵kʰɛ˞²¹	pʰ a ³⁵ + kʰ ɛ˞/ɛ ²¹	3477 3478
6859	Mangdi	collar	pʰa⁵⁵lu²¹kʰu⁵⁵	pʰa⁵⁵lu²¹kʰu⁵⁵	pʰ a ⁵⁵ + l u ²¹ + kʰ u ⁵⁵	3477 3480 3478
6860	Yijiacun	collar	lo²¹pʰa²⁴la³³tsuɛ⁵⁵jo³¹	lo²¹pʰa²⁴la³³tsuɛ⁵⁵jo³¹	l o ²¹ + pʰ a ²⁴ + l a ³³ + ts u/w ɛ ⁵⁵ + j o ³¹	3480 3477 3481 3479 3478
6861	Yangliu	collar	pʰa³³kʰɛ˞²¹	pʰa³³kʰɛ˞²¹	pʰ a ³³ + kʰ ɛ˞/ɛ ²¹	3477 3478
5170	ProtoLalo	comb	pjɨ²	pjɨ²	p j ɨ ²	3500
5171	Qingyun	comb	pʉ²¹	pʉ²¹	p ʉ ²¹	3500
5172	Shuizhuping	comb	pɨ²¹	pɨ²¹	p ɨ ²¹	3500
5173	Diaocao	comb	kʰɔ³³	kʰɔ³³	kʰ ɔ ³³	3499
5174	Xuzhang	comb	pɨ²¹	pɨ²¹	p ɨ ²¹	3500
5175	Mangdi	comb	pɨ²¹	pɨ²¹	p ɨ ²¹	3500
5176	Yijiacun	comb	pɨ²¹	pɨ²¹	p ɨ ²¹	3500
5177	Yangliu	comb	pai²¹	pai²¹	p ai ²¹	3500
1720	ProtoLalo	comb (regular)	m̩²pjɨ²	m̩²pjɨ²	m̩ ² + p j ɨ ²	3508 3509
1721	Qingyun	comb (regular)	m̩²¹pʉ²¹tɕɛ̠³³	m̩²¹pʉ²¹tɕɛ̠³³	m̩ ²¹ + p ʉ ²¹ + tɕ ɛ̠ ³³	3508 3509 3510
1722	Shuizhuping	comb (regular)	m̩²¹pə/ɛ²¹	m̩²¹pə	m̩ ²¹ + p ə	3508 3509
1723	Diaocao	comb (regular)	m̩²¹pə²¹tɕi³³	m̩²¹pə²¹tɕi³³	m̩ ²¹ + p ə ²¹ + tɕ i ³³	3508 3509 3510
1724	Xuzhang	comb (regular)	m̩²¹pɨ²¹	m̩²¹pɨ²¹	m̩ ²¹ + p ɨ ²¹	3508 3509
1725	Mangdi	comb (regular)	ŋ²¹pɨ²¹	ŋ²¹pɨ²¹	ŋ ²¹ + p ɨ ²¹	3511 3509
1726	Yijiacun	comb (regular)	ɛ³³pɨ²¹	ɛ³³pɨ²¹	ɛ ³³ + p ɨ ²¹	3512 3509
1727	Yangliu	comb (regular)	m̩²¹pai²¹	m̩²¹pai²¹	m̩ ²¹ + p ai ²¹	3508 3509
2233	ProtoLalo	come	la¹	la¹	l a ¹	3527
2234	Qingyun	come	la⁵⁵,li⁵⁵	la⁵⁵	l a ⁵⁵	3527
2235	Shuizhuping	come	la²⁴	la²⁴	l a ²⁴	3527
2236	Diaocao	come	la²⁴	la²⁴	l a ²⁴	3527
2237	Xuzhang	come	la²⁴	la²⁴	l a ²⁴	3527
2238	Mangdi	come	lɛ⁵⁵	lɛ⁵⁵	l ɛ ⁵⁵	3527
2239	Yijiacun	come	la²⁴	la²⁴	l a ²⁴	3527
2240	Yangliu	come	la³³	la³³	l a ³³	3527
2303	ProtoLalo	come down	ze̠ᶫla¹	ze̠ᶫla¹	z e̠ ᶫ/³ + l a ¹	3536 3539
2304	Qingyun	come down	zɛ̠²¹ʐʅ³³	zɛ̠²¹ʐʅ³³	z ɛ̠ ²¹ + ʐ ʅ ³³	3536 3540
2305	Shuizhuping	come down	ze⁵⁵la³³	ze⁵⁵la³³	z e ⁵⁵ + l a ³³	3536 3539
2306	Diaocao	come down	zei⁴²a³³	zei⁴²a³³	z ei ⁴² + a ³³	3536 3537
2307	Xuzhang	come down	zɛi³³la³⁴	zɛi³³la³⁴	z ɛi ³³ + l a ³⁴	3536 3539
2308	Mangdi	come down	jɛ²¹lɛ⁵⁵	jɛ²¹lɛ⁵⁵	j ɛ ²¹ + l ɛ ⁵⁵	3538 3539
2309	Yijiacun	come down	ji²¹a³³	ji²¹a³³	j i ²¹ + a ³³	3538 3537
2310	Yangliu	come down	zai⁵⁵la³³	zai⁵⁵la³³	z ai ⁵⁵ + l a ³³	3536 3539
2225	ProtoLalo	come up	de̠Hla¹	de̠Hla¹	d e̠ H/¹ + l a ¹	3553 3555
2226	Qingyun	come up	dɛ̠³³la⁵⁵	dɛ̠³³la⁵⁵	d ɛ̠ ³³ + l a ⁵⁵	3553 3555
2227	Shuizhuping	come up	de⁴⁴la³³	de⁴⁴la³³	d e ⁴⁴ + l a ³³	3553 3555
2228	Diaocao	come up	dei³³a³³	dei³³a³³	d ei ³³ + a ³³	3553 3554
2229	Xuzhang	come up	dɛi³³la³⁴	dɛi³³la³⁴	d ɛi ³³ + l a ³⁴	3553 3555
2230	Mangdi	come up	dɛ³³lɛ⁵⁵	dɛ³³lɛ⁵⁵	d ɛ ³³ + l ɛ ⁵⁵	3553 3555
2231	Yijiacun	come up	di²⁴a³³	di²⁴a³³	d i ²⁴ + a ³³	3553 3554
2232	Yangliu	come up	di⁵⁵la³³	di⁵⁵la³³	d i ⁵⁵ + l a ³³	3553 3555
7532	ProtoLalo	compensate for; reimburse	de¹	de¹	d e ¹	3570
7533	Qingyun	compensate for; reimburse	di⁵⁵	di⁵⁵	d i ⁵⁵	3570
7534	Shuizhuping	compensate for; reimburse	de²⁴	de²⁴	d e ²⁴	3570
7535	Diaocao	compensate for; reimburse	dei³⁵ɣə²¹	dei³⁵ɣə²¹	d ei ³⁵ + ɣ ə ²¹	3570 3571
7536	Xuzhang	compensate for; reimburse	di²⁴	di²⁴	d i ²⁴	3570
7537	Mangdi	compensate for; reimburse	sa⁵⁵mə⁵⁵ɣɨ²¹	sa⁵⁵mə⁵⁵ɣɨ²¹	s a ⁵⁵ + m ə ⁵⁵ + ɣ ɨ ²¹	3572 3573 3571
7538	Yijiacun	compensate for; reimburse	pʰui²⁴	pʰui²⁴	pʰ u/w i ²⁴	3574
7539	Yangliu	compensate for; reimburse	di³³	di³³	d i ³³	3570
851	ProtoLalo	cook; boil	tse̠ᶫ	tse̠ᶫ	ts e̠ ᶫ/³	3582
852	Qingyun	cook; boil	tɕɛ̠²¹	tɕɛ̠²¹	tɕ ɛ̠ ²¹	3582
853	Shuizhuping	cook; boil	tɕi⁵³	tɕi⁵³	tɕ i ⁵³	3582
854	Diaocao	cook; boil	tɕi⁴²	tɕi⁴²	tɕ i ⁴²	3582
855	Xuzhang	cook; boil	tɕiɛ̠³³	tɕiɛ̠³³	tɕ i/j ɛ̠ ³³	3582
856	Mangdi	cook; boil	tɕɛ̠²¹	tɕɛ̠²¹	tɕ ɛ̠ ²¹	3582
857	Yijiacun	cook; boil	gɛ³³,ti²⁴	gɛ³³	g ɛ ³³	3582
858	Yangliu	cook; boil	tsai⁵³	tsai⁵³	ts ai ⁵³	3582
1587	ProtoLalo	cooked rice	dza¹	dza¹	dz a ¹	3591
1588	Qingyun	cooked rice	dza⁵⁵	dza⁵⁵	dz a ⁵⁵	3591
1589	Shuizhuping	cooked rice	dza²⁴	dza²⁴	dz a ²⁴	3591
1590	Diaocao	cooked rice	dzɔ²⁴	dzɔ²⁴	dz ɔ ²⁴	3591
1591	Xuzhang	cooked rice	dzo²⁴	dzo²⁴	dz o ²⁴	3591
1592	Mangdi	cooked rice	dzo⁵⁵	dzo⁵⁵	dz o ⁵⁵	3591
1593	Yijiacun	cooked rice	dzo²⁴	dzo²⁴	dz o ²⁴	3591
1594	Yangliu	cooked rice	dza³³	dza³³	dz a ³³	3591
3645	ProtoLalo	cooked; ripe	ʔmi³	ʔmi³	ˀm i ³	3600
3646	Qingyun	cooked; ripe	ʔmi³³	ʔmi³³	ˀm i ³³	3600
3647	Shuizhuping	cooked; ripe	me³³	me³³	m e ³³	3600
3648	Diaocao	cooked; ripe	mi³³	mi³³	m i ³³	3600
3649	Xuzhang	cooked; ripe	my³³	my³³	m y ³³	3600
3650	Mangdi	cooked; ripe	mi³³	mi³³	m i ³³	3600
3651	Yijiacun	cooked; ripe	mi³³ŋo³³	mi³³ŋo³³	m i ³³ + ŋ o ³³	3600 3601
3652	Yangliu	cooked; ripe	mi³³	mi³³	m i ³³	3600
77	Qingyun	cool	lia̠ŋ²¹	lia̠ŋ²¹	l i/j a̠ ŋ ²¹	3612
78	Diaocao	cool	ɕi⁵⁵ɕi⁴²	ɕi⁵⁵ɕi⁴²	ɕ i ⁵⁵ + ɕ i ⁴²	3610 3611
79	Xuzhang	cool	liaŋ²¹xue²¹	liaŋ²¹xue²¹	l i/j a ŋ ²¹ + x u/w e ²¹	3612 3611
80	Mangdi	cool	tɕʰi̠²¹	tɕʰi̠²¹	tɕʰ i̠ ²¹	3611
81	Yijiacun	cool	a³³tɕʰi⁵⁵tɕʰio⁵³	a³³tɕʰi⁵⁵tɕʰio⁵³	a ³³ + tɕʰ i ⁵⁵ + tɕʰ i/j o ⁵³	3614 3611 3615
82	Yangliu	cool	lo³³xei³³	lo³³xei³³	l o ³³ + x ei ³³	3613 3611
3392	ProtoLalo	corn	ʃa¹mɨ²	ʃa¹mɨ²	ʃ a ¹ + m ɨ ²	3624 3623
3393	Qingyun	corn	ʂa⁵⁵mʉ̤²¹,ʂam⁵¹	ʂa⁵⁵mʉ̤²¹	ʂ a ⁵⁵ + m ʉ̤ ²¹	3624 3623
3394	Shuizhuping	corn	ʂʅ⁴⁴mɨ²¹	ʂʅ⁴⁴mɨ²¹	ʂ ʅ ⁴⁴ + m ɨ ²¹	3624 3623
3395	Diaocao	corn	u⁵⁵mɛ⁵⁵	u⁵⁵mɛ⁵⁵	u ⁵⁵ + m ɛ ⁵⁵	3622 3623
3396	Xuzhang	corn	ʂu⁴⁵mu³³	ʂu⁴⁵mu³³	ʂ u ⁴⁵ + m u ³³	3624 3623
